941017799,kim,kaedashian,972505307265,kimkaedashian@gmail.com,ashkelon,yodev,37461,pending,,Potential ,18,7,2016
477433470,felix,bunny,972501784098,felixbunny@gmail.com,ashdod,topaz,36817,lost,,Potential ,24,1,2017
564031220,beni,zand,972508630950,benizand@gmail.com,rishon,histadrut,17384,pending,,Potential ,5,4,2018
201084450,moran,atias,972501511286,moranatias@gmail.com,kfar saba,vaitzman,81709,pending,,Potential ,12,9,2018
715369663,hila,vahav,972509016602,hilavahav@gmail.com,elat,nofim,69496,lost,,Potential ,11,1,2017
633644233,shiran,eliyahu,972504737525,shiraneliyahu@gmail.com,haifa,shorashim,96879,won,credit,Subscribed,17,12,2017
938230545,nofar,natan,972502572746,nofarnatan@gmail.com,tel aviv,tziyonut,41405,pending,,Potential ,3,10,2017
744218944,denis,russia,972506748566,denisrussia@gmail.com,ashkelon,alef,93966,pending,,Potential ,27,7,2016
229342349,moshe,barel,972501561809,moshebarel@gmail.com,ashdod,motzkin,75420,pending,,Potential ,18,3,2017
817021132,ahron,moshe,972503769986,ahronmoshe@gmail.com,rishon,yodev,94266,pending,,Potential ,9,12,2017
668779493,boaz,sarab,972504380234,boazsarab@gmail.com,kfar saba,yodev,81540,won,cash,Subscribed,7,12,2016
977821736,perah,savyyon,972509492304,perahsavyyon@gmail.com,elat,topaz,73098,pending,,Potential ,26,5,2017
942631539,oliver,twist,972503989482,olivertwist@gmail.com,haifa,histadrut,78486,won,bank,Subscribed,27,4,2018
,,,,,,,,,,,,,
